제작자,차명,생산기간(from),생산기간(to),리콜개시일,리콜사유
아우디폭스바겐코리아(주),Golf A7 1.6 TDI BMT,2013-05-28,2013-05-28,2019-03-25,"양산 초기 단계에서 제작된 일부 특정 차량들에 모터쇼 출품 및 제작사 내부 사용 목적(품질 검증용)으로 양산 부품과는 다른 부품이 장착되었을 수 있습니다. 그러나, 이런 내용에 대한 기록 관리 미흡으로 인하여 차량 수정 내용에 대한 이력 확인이 불가합니다. 이는 폭스바겐사의 내부 차량 생산 표준에 부합하지 않으며, 부품 고장 발생 시 고장 내용 진단 불가로 인해 정확한 수리가 불가할 수 있습니다. 국내 모터쇼 및 신차 이벤트 용도 사용 후, 대상 차량은 동일 차종의 일반 사양으로 원상복구 수리 조치되어 판매되었어야 하나, 이력 관리 누락으로 확인 절차 및 수리 조치 없이 일반 고객에게 판매/인도되었습니다."
아우디폭스바겐코리아(주),Golf A7 1.4 TSI BMT,2014-01-17,2014-01-17,2019-03-25,"양산 초기 단계에서 제작된 일부 특정 차량들에 모터쇼 출품 및 제작사 내부 사용 목적(품질 검증용)으로 양산 부품과는 다른 부품이 장착되었을 수 있습니다. 그러나, 이런 내용에 대한 기록 관리 미흡으로 인하여 차량 수정 내용에 대한 이력 확인이 불가합니다. 이는 폭스바겐사의 내부 차량 생산 표준에 부합하지 않으며, 부품 고장 발생 시 고장 내용 진단 불가로 인해 정확한 수리가 불가할 수 있습니다. 국내 모터쇼 및 신차 이벤트 용도 사용 후, 대상 차량은 동일 차종의 일반 사양으로 원상복구 수리 조치되어 판매되었어야 하나, 이력 관리 누락으로 확인 절차 및 수리 조치 없이 일반 고객에게 판매/인도되었습니다."
아우디폭스바겐코리아(주),Tiguan 2.0 TDI BMT,2014-07-30,2015-09-30,2019-03-25,"양산 초기 단계에서 제작된 일부 특정 차량이 모터쇼 출품 및 제작사 내부 사용 목적(품질 검증용)으로 양산 부품과는 다른 부품이 장착되었습니다. 해당 부품은 에어컨 컨트롤 유닛(오 사양으로 인한 소프트웨어 업데이트 불가) 및 라디오/네비게이션 시스템(버전 오류로 인한 사용 기능 제약), 4륜 구동 컨트롤시스템(하위 버전 소프트웨어)입니다. 이는 폭스바겐사의 내부 차량 생산 표준에 부합하지 않으며, 일부 부품 고장 발생으로 인한 수리 시 부품 호환성 혹은 소프트웨어 업데이트 불가 등의 문제 발생할 가능성이 있습니다."
포르쉐코리아 주식회사,파나메라,2018-08-20,2018-09-06,2019-04-15,게이트웨이 컨트롤 유닛 제조사에서 컨트롤 유닛 제조시 내부 회로에 정확한 납땜이 이루어지지 않아 다른 컨트롤 유닛과 정상적으로 통신을 하지 못하는 경우가 발견되었습니다.
포르쉐코리아 주식회사,카이엔,2018-08-27,2018-09-17,2019-04-15,게이트웨이 컨트롤 유닛 제조사에서 컨트롤 유닛 제조시 내부 회로에 정확한 납땜이 이루어지지 않아 다른 컨트롤 유닛과 정상적으로 통신을 하지 못하는 경우가 발견되었습니다.
비엠더블유코리아(주),330i,2018-05-17,2018-05-28,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
비엠더블유코리아(주),420i Coupe,2018-05-29,2018-05-29,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
비엠더블유코리아(주),420i Gran Coupe,2018-05-16,2018-05-29,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
비엠더블유코리아(주),430i Convertible,2018-05-18,2018-05-25,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
비엠더블유코리아(주),430i Coupe,2018-05-17,2018-05-28,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
비엠더블유코리아(주),520i,2018-05-17,2018-05-22,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
비엠더블유코리아(주),530i,2018-05-18,2018-05-22,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
비엠더블유코리아(주),530i xDrive,2018-05-17,2018-05-18,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
비엠더블유코리아(주),540i xDrive,2018-05-17,2018-05-18,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
비엠더블유코리아(주),740Li xDrive,2018-05-17,2018-05-17,2019-03-12,"원동기(엔진), 크랭크 샤프트 포지션 센서 제조 불량"
한불모터스(주),Peugeot 508 2.0 BlueHDi,2019-01-10,2019-01-10,2019-04-02,차량 생산과정 중 작업자의 실수로 엔진 룸 내부의 배터리 - 단자에 연결된 변속기 접지 포인트의 조임 토크가 정상적인 규정 토크로 조임이 되지 않음
한불모터스(주),DS7 Crossback 2.0 BlueHDi,2018-12-18,2018-12-18,2019-04-02,차량 생산과정 중 작업자의 실수로 엔진 룸 내부의 배터리 - 단자에 연결된 변속기 접지 포인트의 조임 토크가 정상적인 규정 토크로 조임이 되지 않음
메르세데스벤츠코리아(주),C 200 d,2018-03-01,2018-03-01,2019-03-15,"생산 공정에서 하향등(변환빔)의 전조범위를 조정하는 장치가 마모되어 전조등 조사범위가 규정에 맞지 않게 생산되었을 수 있습니다. 이로인해, 하향등의 전조 범위가 줄어들 수 있습니다."
메르세데스벤츠코리아(주),C 200 d,2018-01-17,2018-03-10,2019-03-15,"생산 공정에서 하향등(변환빔)의 전조범위를 조정하는 장치가 마모되어 전조등 조사범위가 규정에 맞지 않게 생산되었을 수 있습니다. 이로인해, 하향등의 전조 범위가 줄어들 수 있습니다."
메르세데스벤츠코리아(주),C 220 d,2018-01-19,2018-03-22,2019-03-15,"생산 공정에서 하향등(변환빔)의 전조범위를 조정하는 장치가 마모되어 전조등 조사범위가 규정에 맞지 않게 생산되었을 수 있습니다. 이로인해, 하향등의 전조 범위가 줄어들 수 있습니다."
메르세데스벤츠코리아(주),C 220 d 4MATIC,2018-01-19,2018-03-25,2019-03-15,"생산 공정에서 하향등(변환빔)의 전조범위를 조정하는 장치가 마모되어 전조등 조사범위가 규정에 맞지 않게 생산되었을 수 있습니다. 이로인해, 하향등의 전조 범위가 줄어들 수 있습니다."
메르세데스벤츠코리아(주),C 250 d 4MATIC,2018-01-19,2018-03-23,2019-03-15,"생산 공정에서 하향등(변환빔)의 전조범위를 조정하는 장치가 마모되어 전조등 조사범위가 규정에 맞지 않게 생산되었을 수 있습니다. 이로인해, 하향등의 전조 범위가 줄어들 수 있습니다."
메르세데스벤츠코리아(주),C 350 E,2018-01-22,2018-05-14,2019-03-15,"생산 공정에서 하향등(변환빔)의 전조범위를 조정하는 장치가 마모되어 전조등 조사범위가 규정에 맞지 않게 생산되었을 수 있습니다. 이로인해, 하향등의 전조 범위가 줄어들 수 있습니다."
메르세데스벤츠코리아(주),C 200 4Matic,2018-03-20,2018-03-20,2019-03-15,"생산 공정에서 하향등(변환빔)의 전조범위를 조정하는 장치가 마모되어 전조등 조사범위가 규정에 맞지 않게 생산되었을 수 있습니다. 이로인해, 하향등의 전조 범위가 줄어들 수 있습니다."
메르세데스벤츠코리아(주),A 200,2015-08-13,2018-02-19,2019-04-15,후방 안개등 생산시 마모된 공구 사용으로 인해 후방 안개등의 반사판이 너무 매끄러워져 광도의 기준값을 초과 할 수 있습니다.
메르세데스벤츠코리아(주),AMG A 45 4MATIC,2015-06-12,2018-02-26,2019-04-15,후방 안개등 생산시 마모된 공구 사용으로 인해 후방 안개등의 반사판이 너무 매끄러워져 광도의 기준값을 초과 할 수 있습니다.
메르세데스벤츠코리아(주),AMG S 63 4MATIC Coupe,2017-10-12,2018-06-07,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),AMG S 63 4MATIC Cabriolet,2017-08-11,2018-05-23,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),AMG S 63 4MATIC+,2017-02-15,2018-06-13,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),MAYBACH S 560 4MATIC,2017-02-08,2018-07-09,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),S 350 d 4MATIC,2017-02-09,2018-06-21,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),"S 400 4MATIC Coupe, S 450 4MATIC Coupe",2017-10-19,2018-06-26,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),S 400 D 4MATIC,2017-02-13,2018-06-05,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),S 450 4MATIC,2017-02-09,2018-05-07,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),S 560 4MATIC,2017-02-10,2018-06-05,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),AMG S 63 4MATIC Coupe,2017-10-12,2018-06-07,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),AMG S 63 4MATIC Cabriolet,2017-08-11,2018-05-23,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),AMG S 63 4MATIC+,2017-02-15,2018-06-13,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),MAYBACH S 560 4MATIC,2017-02-08,2018-07-09,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),S 350 d 4MATIC,2017-02-09,2018-06-21,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),"S 400 4MATIC Coupe, S 450 4MATIC Coupe",2017-10-19,2018-06-26,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),S 400 D 4MATIC,2017-02-13,2018-06-05,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),S 450 4MATIC,2017-02-09,2018-05-07,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
메르세데스벤츠코리아(주),S 560 4MATIC,2017-02-10,2018-06-05,2019-03-15,스티어링 부트의 부정확한 설치로 인해 핸드오프 감지기능에 오류가 발생할 수 있습니다.
비엠더블유코리아(주),M3,2016-07-02,2016-09-26,2019-01-11,"BMW M3, M4 Convertible, M4 Coupe 모델 중 일부 차량에서 드라이브샤프트 제작 공정상의 오류가 발견 되었습니다."
비엠더블유코리아(주),M4 Convertible,2016-07-13,2016-09-24,2019-01-11,"BMW M3, M4 Convertible, M4 Coupe 모델 중 일부 차량에서 드라이브샤프트 제작 공정상의 오류가 발견 되었습니다."
비엠더블유코리아(주),M4 Coupe,2016-07-11,2016-09-30,2019-01-11,"BMW M3, M4 Convertible, M4 Coupe 모델 중 일부 차량에서 드라이브샤프트 제작 공정상의 오류가 발견 되었습니다."
비엠더블유코리아(주),320d Gran Turismo,2013-12-20,2013-12-20,2019-01-11,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출 될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다."
비엠더블유코리아(주),325d,2013-12-18,2013-12-18,2019-01-11,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출 될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다."
비엠더블유코리아(주),328d,2013-07-05,2013-07-05,2019-01-11,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출 될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다."
